,3_text.txt
catching,-2.6642291925215447e-06
categories,-7.992687577564635e-06
category,-1.0656916770086179e-05
catholic,-7.992687577564635e-06
catholics,-1.598537515512927e-05
catogry,-2.6642291925215447e-06
cats,-5.3284583850430894e-06
cattleyst,-2.6642291925215447e-06
caught,-1.8649604347650815e-05
caulture,-2.6642291925215447e-06
causal,-5.3284583850430894e-06
cause,-3.729920869530163e-05
caused,-5.3284583850430894e-06
causing,-2.6642291925215447e-06
cautious,-2.6642291925215447e-06
cavaliers,-2.6642291925215447e-06
caves,-2.6642291925215447e-06
caz,-5.3284583850430894e-06
cb,-5.3284583850430894e-06
cba,-5.3284583850430894e-06
cbi,-5.3284583850430894e-06
cbs,-2.6642291925215447e-06
cbse,-2.1313833540172358e-05
cbz,-2.6642291925215447e-06
cc,-1.3321145962607725e-05
ccccc,-2.6642291925215447e-06
ccot,-2.6642291925215447e-06
cctv,-1.598537515512927e-05
cd,-2.3978062732693904e-05
cdbury,-5.3284583850430894e-06
ceasefire,-2.6642291925215447e-06
ceballos,-2.6642291925215447e-06
cebu,-1.8649604347650815e-05
cebufinest,-2.6642291925215447e-06
cecafa,-2.6642291925215447e-06
cecil,-2.6642291925215447e-06
cek,-2.6642291925215447e-06
celeb,-5.3284583850430894e-06
celebrate,-5.594881304295244e-05
celebrated,-1.0656916770086179e-05
celebrateg,-5.3284583850430894e-06
celebrates,-2.6642291925215447e-06
celebratetherightholiday,-2.6642291925215447e-06
celebrating,-7.992687577564635e-06
celebration,-1.8649604347650815e-05
celebrations,-1.0656916770086179e-05
celebrity,-3.197075031025854e-05
celebsongs,-2.6642291925215447e-06
celebtrain,-2.6642291925215447e-06
celebtrains,-3.197075031025854e-05
celiacs,-2.6642291925215447e-06
cell,-7.992687577564635e-06
celtics,-2.6642291925215447e-06
cement,-1.0656916770086179e-05
cen,-2.6642291925215447e-06
cena,-1.3321145962607725e-05
censor,-5.3284583850430894e-06
cent,-2.6642291925215447e-06
center,-7.459841739060326e-05
central,-3.197075031025854e-05
centre,-2.664229192521545e-05
centretown,-5.3284583850430894e-06
centuries,-2.6642291925215447e-06
century,-1.598537515512927e-05
ceo,-6.394150062051708e-05
cerebral,-2.6642291925215447e-06
ceremonies,-2.6642291925215447e-06
ceremony,-1.3321145962607725e-05
certain,-5.3284583850430894e-06
certainly,-5.3284583850430894e-06
certificate,-5.3284583850430894e-06
certificates,-5.3284583850430894e-06
cesena,-7.992687577564635e-06
cevap,-2.6642291925215447e-06
cfc,-5.3284583850430894e-06
cg,-2.6642291925215447e-06
ch,-2.9306521117736996e-05
cha,-1.3321145962607725e-05
chaa,-1.0656916770086179e-05
chaaappp,-2.6642291925215447e-06
chaab,-2.6642291925215447e-06
chaad,-2.6642291925215447e-06
chaah,-2.6642291925215447e-06
chaahe,-2.6642291925215447e-06
chaahiye,-2.6642291925215447e-06
chaahtaa,-2.6642291925215447e-06
chaahte,-2.6642291925215447e-06
chaal,-5.3284583850430894e-06
chaala,-2.6642291925215447e-06
chaalu,-5.3284583850430894e-06
chaand,-2.6642291925215447e-06
chaap,-2.6642291925215447e-06
chaar,-1.598537515512927e-05
chaat,-2.6642291925215447e-06
chaate,-5.3284583850430894e-06
chaatiyaan,-2.6642291925215447e-06
chabad,-3.463497950278008e-05
chabar,-5.3284583850430894e-06
chabd,-2.6642291925215447e-06
chabi,-5.3284583850430894e-06
chacha,-2.3978062732693904e-05
chachaji,-2.6642291925215447e-06
chachi,-7.992687577564635e-06
chad,-1.8649604347650815e-05
chada,-1.0656916770086179e-05
chadanewala,-2.6642291925215447e-06
chadar,-5.3284583850430894e-06
chadd,-2.6642291925215447e-06
chaddar,-2.6642291925215447e-06
chaddi,-1.0656916770086179e-05
chaddo,-2.6642291925215447e-06
chade,-7.992687577564635e-06
chadhate,-2.6642291925215447e-06
chadhati,-2.6642291925215447e-06
chadhta,-2.6642291925215447e-06
chadhti,-2.6642291925215447e-06
chadi,-1.3321145962607725e-05
chadigarh,-2.6642291925215447e-06
chadkar,-2.6642291925215447e-06
chadoo,-2.6642291925215447e-06
chadti,-5.3284583850430894e-06
chael,-5.3284583850430894e-06
chaf,-2.6642291925215447e-06
chagas,-2.6642291925215447e-06
chage,-2.6642291925215447e-06
chah,-1.598537515512927e-05
chaha,-5.3284583850430894e-06
chahane,-5.3284583850430894e-06
chahat,-1.0656916770086179e-05
chahata,-1.598537515512927e-05
chahate,-1.8649604347650815e-05
chahatey,-2.6642291925215447e-06
chahati,-2.6642291925215447e-06
chahay,-2.6642291925215447e-06
chahe,-9.591225093077561e-05
chahega,-5.3284583850430894e-06
chahete,-2.6642291925215447e-06
chaheye,-7.992687577564635e-06
chahi,-2.6642291925215447e-06
chahie,-1.8649604347650815e-05
chahiy,-5.3284583850430894e-06
chahiya,-2.6642291925215447e-06
chahiyae,-2.6642291925215447e-06
chahiye,-0.0003037221279474561
chahiyea,-2.6642291925215447e-06
chahiyey,-2.6642291925215447e-06
chahne,-5.3284583850430894e-06
chahnewalo,-2.6642291925215447e-06
chaho,-1.8649604347650815e-05
chahra,-2.6642291925215447e-06
chahre,-2.6642291925215447e-06
chahta,-0.00012255454285599107
chahtai,-2.6642291925215447e-06
chahte,-6.660572981303862e-05
chahtey,-5.3284583850430894e-06
chahthi,-2.6642291925215447e-06
chahti,-6.926995900556016e-05
chahty,-2.6642291925215447e-06
chahunga,-2.6642291925215447e-06
chahye,-2.3978062732693904e-05
chai,-3.996343788782317e-05
chaie,-1.598537515512927e-05
chaiea,-2.6642291925215447e-06
chain,-1.598537515512927e-05
chainsaw,-2.6642291925215447e-06
chair,-1.598537515512927e-05
chaired,-2.6642291925215447e-06
chairman,-1.0656916770086179e-05
chaitanya,-2.6642291925215447e-06
chaiya,-2.6642291925215447e-06
chaiye,-6.926995900556016e-05
chaiyea,-2.6642291925215447e-06
chaiyeh,-2.6642291925215447e-06
chak,-2.664229192521545e-05
chakar,-5.3284583850430894e-06
chakdeindia,-5.3284583850430894e-06
chakhegi,-2.6642291925215447e-06
chakka,-2.6642291925215447e-06
chakkar,-4.795612546538781e-05
chakker,-2.6642291925215447e-06
chakki,-2.6642291925215447e-06
chakkr,-5.3284583850430894e-06
chakma,-2.6642291925215447e-06
chakr,-5.3284583850430894e-06
chakri,-2.6642291925215447e-06
chakte,-2.6642291925215447e-06
chaku,-2.6642291925215447e-06
chal,-0.0002664229192521545
chala,-0.0001438683763961634
chalaa,-2.6642291925215447e-06
chalaavi,-2.6642291925215447e-06
chalahi,-2.6642291925215447e-06
chalak,-5.3284583850430894e-06
chalake,-2.6642291925215447e-06
chalan,-2.6642291925215447e-06
chalana,-1.598537515512927e-05
chalane,-2.1313833540172358e-05
chalaney,-5.3284583850430894e-06
chalang,-5.3284583850430894e-06
chalange,-2.6642291925215447e-06
chalani,-5.3284583850430894e-06
chalata,-5.3284583850430894e-06
chalate,-7.992687577564635e-06
chalatey,-2.6642291925215447e-06
chalati,-2.6642291925215447e-06
chalaya,-2.6642291925215447e-06
chalaye,-2.6642291925215447e-06
chalayega,-2.6642291925215447e-06
chalayi,-5.3284583850430894e-06
chalazion,-2.6642291925215447e-06
chale,-0.00010923339689338334
chalega,-6.394150062051708e-05
chalegi,-3.996343788782317e-05
chalein,-7.992687577564635e-06
chalenge,-1.598537515512927e-05
chalenged,-5.3284583850430894e-06
chaley,-5.3284583850430894e-06
chaleya,-2.6642291925215447e-06
chali,-4.2627667080344715e-05
chalin,-2.6642291925215447e-06
chalisa,-5.3284583850430894e-06
chalissa,-2.6642291925215447e-06
chalk,-0.00024777331490450364
chalke,-2.6642291925215447e-06
chalks,-7.992687577564635e-06
chall,-2.6642291925215447e-06
challage,-2.6642291925215447e-06
challange,-7.992687577564635e-06
challenge,-5.594881304295244e-05
challenged,-5.3284583850430894e-06
chalna,-1.3321145962607725e-05
chalne,-1.3321145962607725e-05
chalo,-9.857648012329716e-05
chalomaximum,-2.6642291925215447e-06
chalra,-5.3284583850430894e-06
chalre,-2.6642291925215447e-06
chalta,-6.660572981303862e-05
chalte,-1.598537515512927e-05
chalti,-3.463497950278008e-05
chalu,-3.197075031025854e-05
chalunga,-2.6642291925215447e-06
cham,-5.3284583850430894e-06
chamak,-2.6642291925215447e-06
chamara,-2.6642291925215447e-06
chamber,-1.8649604347650815e-05
chambers,-2.6642291925215447e-06
chamcha,-1.3321145962607725e-05
chamche,-5.3284583850430894e-06
chamchi,-2.6642291925215447e-06
chamdi,-2.6642291925215447e-06
chamka,-2.6642291925215447e-06
champ,-5.3284583850430894e-06
champion,-1.598537515512927e-05
champions,-3.996343788782317e-05
championship,-3.729920869530163e-05
champs,-5.3284583850430894e-06
chamte,-2.6642291925215447e-06
chan,-2.6642291925215447e-06
chanal,-2.6642291925215447e-06
chanav,-2.6642291925215447e-06
chance,-0.0001358756888185988
chances,-1.598537515512927e-05
chancroid,-2.6642291925215447e-06
chand,-2.664229192521545e-05
chanda,-1.0656916770086179e-05
chanday,-2.6642291925215447e-06
chandd,-2.6642291925215447e-06
chande,-2.6642291925215447e-06
chandi,-5.3284583850430894e-06
chandigarh,-2.6642291925215447e-06
chandnigodara,-2.6642291925215447e-06
chandra,-5.3284583850430894e-06
chanel,-2.6642291925215447e-06
chang,-5.3284583850430894e-06
change,-0.00023445216894189597
changed,-3.729920869530163e-05
changes,-1.0656916770086179e-05
changeweneed,-2.6642291925215447e-06
changing,-7.992687577564635e-06
chanki,-2.6642291925215447e-06
chankya,-2.6642291925215447e-06
channel,-7.72626465831248e-05
channeled,-2.6642291925215447e-06
channels,-1.598537515512927e-05
channelwale,-2.6642291925215447e-06
channing,-2.9306521117736996e-05
chans,-2.6642291925215447e-06
chant,-2.6642291925215447e-06
chantne,-2.6642291925215447e-06
chaos,-2.6642291925215447e-06
chaotic,-2.6642291925215447e-06
chap,-1.8649604347650815e-05
chapad,-2.6642291925215447e-06
chapal,-2.6642291925215447e-06
chapd,-2.6642291925215447e-06
chapel,-2.664229192521545e-05
chapelhillshooting,-2.6642291925215447e-06
chapet,-2.6642291925215447e-06
chaplus,-2.6642291925215447e-06
chappal,-1.3321145962607725e-05
chappals,-7.992687577564635e-06
chappan,-2.6642291925215447e-06
chappel,-5.3284583850430894e-06
chapptis,-2.6642291925215447e-06
chaps,-2.6642291925215447e-06
chapter,-1.3321145962607725e-05
char,-3.463497950278008e-05
character,-2.9306521117736996e-05
characterless,-2.6642291925215447e-06
charane,-2.6642291925215447e-06
charas,-2.6642291925215447e-06
charaye,-2.6642291925215447e-06
charayen,-2.6642291925215447e-06
charbi,-2.6642291925215447e-06
charch,-2.6642291925215447e-06
charcha,-7.992687577564635e-06
charche,-2.6642291925215447e-06
charchit,-7.992687577564635e-06
chare,-2.6642291925215447e-06
charge,-7.992687577564635e-06
charged,-1.598537515512927e-05
charger,-7.992687577564635e-06
chargerfansbooing,-2.6642291925215447e-06
chargerrrrrr,-2.6642291925215447e-06
chargers,-7.992687577564635e-06
charging,-5.3284583850430894e-06
charity,-1.0656916770086179e-05
charles,-2.664229192521545e-05
charlie,-2.6642291925215447e-06
charlotte,-5.3284583850430894e-06
charlton,-2.6642291925215447e-06
charm,-1.0656916770086179e-05
charminaar,-2.6642291925215447e-06
charming,-2.6642291925215447e-06
charnan,-2.6642291925215447e-06
charo,-5.3284583850430894e-06
charr,-5.3284583850430894e-06
charsi,-2.6642291925215447e-06
chart,-5.3284583850430894e-06
chartered,-5.3284583850430894e-06
charts,-2.6642291925215447e-06
chase,-1.0656916770086179e-05
chashma,-2.6642291925215447e-06
chasing,-5.3284583850430894e-06
chasma,-5.3284583850430894e-06
chasmis,-2.6642291925215447e-06
chat,-7.459841739060326e-05
chata,-2.1313833540172358e-05
chatahu,-2.6642291925215447e-06
chatana,-2.6642291925215447e-06
chatani,-2.6642291925215447e-06
chate,-7.992687577564635e-06
chatha,-2.6642291925215447e-06
chati,-1.0656916770086179e-05
chatna,-2.6642291925215447e-06
chatni,-5.3284583850430894e-06
chatting,-1.598537515512927e-05
chaturvaidi,-2.6642291925215447e-06
chaturvedi,-2.6642291925215447e-06
chaudhary,-5.3284583850430894e-06
chauka,-2.3978062732693904e-05
chaukaaaahhh,-5.3284583850430894e-06
chauke,-5.3284583850430894e-06
chaupati,-2.6642291925215447e-06
chaura,-2.6642291925215447e-06
chautauqua,-2.6642291925215447e-06
chauvinistic,-5.3284583850430894e-06
chavanni,-5.3284583850430894e-06
chavia,-2.6642291925215447e-06
chavs,-2.6642291925215447e-06
chawla,-5.3284583850430894e-06
chay,-5.3284583850430894e-06
chaya,-2.6642291925215447e-06
chaye,-1.3321145962607725e-05
chayiye,-5.3284583850430894e-06
chc,-2.6642291925215447e-06
chcken,-2.6642291925215447e-06
chd,-5.3284583850430894e-06
chdi,-2.6642291925215447e-06
chdn,-2.6642291925215447e-06
chdnge,-2.6642291925215447e-06
che,-5.3284583850430894e-06
cheap,-1.598537515512927e-05
cheaper,-7.992687577564635e-06
cheapest,-7.992687577564635e-06
cheat,-1.0656916770086179e-05
cheated,-3.197075031025854e-05
cheaters,-2.6642291925215447e-06
cheating,-1.3321145962607725e-05
cheats,-5.3284583850430894e-06
check,-0.00018116758509146503
checked,-2.6642291925215447e-06
checkers,-2.6642291925215447e-06
checking,-7.992687577564635e-06
ched,-2.6642291925215447e-06
chedde,-2.6642291925215447e-06
chedte,-2.6642291925215447e-06
chee,-2.6642291925215447e-06
cheeeta,-2.6642291925215447e-06
cheeh,-2.6642291925215447e-06
cheej,-5.3284583850430894e-06
cheeje,-2.6642291925215447e-06
cheekily,-2.6642291925215447e-06
cheeku,-2.6642291925215447e-06
cheeky,-2.6642291925215447e-06
cheelee,-2.6642291925215447e-06
cheeni,-2.6642291925215447e-06
cheenle,-2.6642291925215447e-06
cheer,-2.664229192521545e-05
cheering,-2.6642291925215447e-06
cheers,-1.3321145962607725e-05
cheese,-7.992687577564635e-06
cheethey,-2.6642291925215447e-06
cheez,-4.795612546538781e-05
cheeze,-2.6642291925215447e-06
cheezein,-2.6642291925215447e-06
cheezo,-7.992687577564635e-06
cheezon,-5.3284583850430894e-06
chega,-2.6642291925215447e-06
chehra,-1.8649604347650815e-05
chehre,-7.992687577564635e-06
chek,-7.992687577564635e-06
cheking,-5.3284583850430894e-06
chela,-5.3284583850430894e-06
chelange,-2.6642291925215447e-06
chele,-5.3284583850430894e-06
chelsea,-1.598537515512927e-05
chem,-2.6642291925215447e-06
chemical,-5.3284583850430894e-06
chemistry,-5.3284583850430894e-06
chen,-7.992687577564635e-06
chenal,-2.6642291925215447e-06
chenge,-2.6642291925215447e-06
chennai,-1.3321145962607725e-05
chennaiexpress,-2.6642291925215447e-06
chep,-7.992687577564635e-06
cheque,-2.6642291925215447e-06
cher,-2.6642291925215447e-06
chera,-2.6642291925215447e-06
cherapunji,-5.3284583850430894e-06
cherington,-2.6642291925215447e-06
cherish,-2.6642291925215447e-06
cherubism,-2.6642291925215447e-06
cheryl,-2.6642291925215447e-06
chest,-2.6642291925215447e-06
chestunnav,-2.6642291925215447e-06
chetak,-7.992687577564635e-06
chetan,-5.3284583850430894e-06
chetavni,-5.3284583850430894e-06
chevy,-2.6642291925215447e-06
chez,-2.6642291925215447e-06
chhaa,-2.6642291925215447e-06
chhadi,-2.6642291925215447e-06
chhake,-2.6642291925215447e-06
chhap,-5.3284583850430894e-06
chhappar,-2.6642291925215447e-06
chhar,-2.6642291925215447e-06
chhat,-5.3284583850430894e-06
chhatrapati,-2.6642291925215447e-06
chhatri,-5.3284583850430894e-06
chhavi,-7.992687577564635e-06
chhe,-2.6642291925215447e-06
chhedkani,-2.6642291925215447e-06
chheel,-2.6642291925215447e-06
chheen,-2.6642291925215447e-06
chheenkar,-2.6642291925215447e-06
chhels,-2.6642291925215447e-06
chhere,-2.6642291925215447e-06
chhetro,-2.6642291925215447e-06
chhinne,-2.6642291925215447e-06
chhipa,-5.3284583850430894e-06
chhitron,-2.6642291925215447e-06
chhiye,-5.3284583850430894e-06
chhod,-3.197075031025854e-05
chhodkar,-2.6642291925215447e-06
chhodna,-5.3284583850430894e-06
chhodo,-2.6642291925215447e-06
chhodta,-2.6642291925215447e-06
chhodte,-5.3284583850430894e-06
chhokra,-2.6642291925215447e-06
chhokri,-2.6642291925215447e-06
chhoot,-2.6642291925215447e-06
chhor,-1.0656916770086179e-05
chhora,-2.6642291925215447e-06
chhore,-2.6642291925215447e-06
chhori,-2.6642291925215447e-06
chhorna,-2.6642291925215447e-06
chhota,-1.8649604347650815e-05
chhote,-5.3284583850430894e-06
chhoti,-1.3321145962607725e-05
chhotisi,-2.6642291925215447e-06
chhu,-2.6642291925215447e-06
chhua,-2.6642291925215447e-06
chhupa,-1.3321145962607725e-05
chhupaen,-2.6642291925215447e-06
chhupana,-2.6642291925215447e-06
chhupane,-5.3284583850430894e-06
chhupate,-2.6642291925215447e-06
chhupte,-2.6642291925215447e-06
chhut,-2.6642291925215447e-06
chhuti,-5.3284583850430894e-06
chhutti,-1.0656916770086179e-05
chi,-5.3284583850430894e-06
chicago,-1.8649604347650815e-05
chicha,-2.6642291925215447e-06
chick,-2.664229192521545e-05
chicken,-2.664229192521545e-05
chickenpox,-2.6642291925215447e-06
chicks,-5.3284583850430894e-06
chid,-2.6642291925215447e-06
chidakr,-2.6642291925215447e-06
chidambaram,-5.3284583850430894e-06
chiddbaram,-2.6642291925215447e-06
chief,-2.3978062732693904e-05
chiefminister,-2.6642291925215447e-06
chiefs,-2.1313833540172358e-05
chiek,-2.6642291925215447e-06
chiiiii,-2.6642291925215447e-06
chij,-1.0656916770086179e-05
chijo,-2.6642291925215447e-06
chil,-5.3284583850430894e-06
chilane,-2.6642291925215447e-06
child,-3.463497950278008e-05
childhood,-4.795612546538781e-05
children,-3.463497950278008e-05
childrens,-2.6642291925215447e-06
chile,-2.6642291925215447e-06
chill,-4.2627667080344715e-05
chilla,-5.3284583850430894e-06
chillana,-5.3284583850430894e-06
chillate,-1.3321145962607725e-05
chillax,-5.3284583850430894e-06
chilli,-2.6642291925215447e-06
chilll,-2.6642291925215447e-06
chills,-5.3284583850430894e-06
chilti,-2.6642291925215447e-06
chimenti,-2.6642291925215447e-06
chin,-5.3284583850430894e-06
china,-5.32845838504309e-05
chinaal,-2.6642291925215447e-06
chinal,-2.6642291925215447e-06
chindi,-2.6642291925215447e-06
chinese,-4.529189627286626e-05
chinh,-2.6642291925215447e-06
chinkara,-2.6642291925215447e-06
chinne,-2.6642291925215447e-06
chinta,-2.6642291925215447e-06
chintan,-2.6642291925215447e-06
chip,-1.598537515512927e-05
chipak,-7.992687577564635e-06
chipakana,-2.6642291925215447e-06
chipakti,-2.6642291925215447e-06
chipka,-4.529189627286626e-05
chipkaya,-2.6642291925215447e-06
chipkaye,-2.6642291925215447e-06
chipke,-1.8649604347650815e-05
chipkne,-2.6642291925215447e-06
chipkte,-2.6642291925215447e-06
chipku,-2.6642291925215447e-06
chips,-4.795612546538781e-05
chir,-2.6642291925215447e-06
chiraag,-2.6642291925215447e-06
chirkut,-2.6642291925215447e-06
chirman,-2.6642291925215447e-06
chirping,-2.6642291925215447e-06
chis,-2.6642291925215447e-06
chisora,-1.598537515512927e-05
chit,-5.3284583850430894e-06
chitegi,-2.6642291925215447e-06
chitiya,-2.6642291925215447e-06
chitra,-1.598537515512927e-05
chiya,-2.6642291925215447e-06
chiye,-5.3284583850430894e-06
chiz,-1.598537515512927e-05
chizen,-2.6642291925215447e-06
chizo,-2.6642291925215447e-06
chizon,-2.6642291925215447e-06
chk,-5.3284583850430894e-06
chkr,-2.6642291925215447e-06
chl,-5.594881304295244e-05
chla,-1.598537515512927e-05
chlaa,-2.6642291925215447e-06
chlamydia,-5.3284583850430894e-06
chlana,-2.6642291925215447e-06
chlane,-2.6642291925215447e-06
chlao,-2.6642291925215447e-06
chlata,-2.6642291925215447e-06
chlayega,-2.6642291925215447e-06
chle,-7.992687577564635e-06
chlega,-2.3978062732693904e-05
chlegi,-2.6642291925215447e-06
chli,-2.6642291925215447e-06
chlna,-2.6642291925215447e-06
chlo,-5.3284583850430894e-06
chlta,-2.6642291925215447e-06
chmacha,-2.6642291925215447e-06
chmche,-2.6642291925215447e-06
chnce,-2.6642291925215447e-06
chnd,-2.6642291925215447e-06
chng,-1.0656916770086179e-05
chngd,-2.6642291925215447e-06
chnge,-1.598537515512927e-05
cho,-7.992687577564635e-06
choch,-2.6642291925215447e-06
choclaty,-2.6642291925215447e-06
chocolate,-3.996343788782317e-05
chocolatey,-2.6642291925215447e-06
chocolaty,-2.6642291925215447e-06
chod,-7.19341881980817e-05
choda,-2.6642291925215447e-06
chodd,-2.6642291925215447e-06
choddd,-2.6642291925215447e-06
chodega,-2.6642291925215447e-06
chodege,-2.6642291925215447e-06
chodegi,-2.6642291925215447e-06
chodenge,-2.6642291925215447e-06
chodh,-5.3284583850430894e-06
chodhkar,-2.6642291925215447e-06
chodhne,-2.6642291925215447e-06
chodho,-2.6642291925215447e-06
chodiye,-5.3284583850430894e-06
chodkar,-2.6642291925215447e-06
chodkr,-5.3284583850430894e-06
chodna,-5.3284583850430894e-06
chodne,-2.6642291925215447e-06
chodo,-1.598537515512927e-05
chodte,-2.6642291925215447e-06
chodu,-2.6642291925215447e-06
choice,-2.664229192521545e-05
choices,-7.992687577564635e-06
choir,-5.3284583850430894e-06
chok,-2.6642291925215447e-06
chokath,-2.6642291925215447e-06
choke,-5.3284583850430894e-06
choker,-2.6642291925215447e-06
choki,-2.6642291925215447e-06
choking,-5.3284583850430894e-06
chokka,-2.6642291925215447e-06
chokriyo,-2.6642291925215447e-06
chokro,-5.3284583850430894e-06
chola,-2.6642291925215447e-06
cholera,-2.6642291925215447e-06
choli,-2.6642291925215447e-06
chomb,-1.0656916770086179e-05
chonchle,-2.6642291925215447e-06
choo,-5.3284583850430894e-06
chood,-1.8649604347650815e-05
chooook,-2.6642291925215447e-06
chooooooooth,-2.6642291925215447e-06
choor,-2.6642291925215447e-06
choose,-2.3978062732693904e-05
choosing,-7.992687577564635e-06
choot,-1.0656916770086179e-05
chootiya,-7.992687577564635e-06
chootiyao,-2.6642291925215447e-06
chooza,-2.6642291925215447e-06
choppa,-2.6642291925215447e-06
chopra,-5.3284583850430894e-06
chor,-7.72626465831248e-05
chora,-5.3284583850430894e-06
chord,-2.6642291925215447e-06
chordoma,-2.6642291925215447e-06
chore,-5.3284583850430894e-06
chorea,-2.6642291925215447e-06
choreographers,-2.6642291925215447e-06
chorho,-2.6642291925215447e-06
chori,-2.664229192521545e-05
chork,-2.6642291925215447e-06
chorkar,-5.3284583850430894e-06
chorne,-2.6642291925215447e-06
choro,-5.3284583850430894e-06
chorr,-2.6642291925215447e-06
chors,-2.6642291925215447e-06
chortera,-2.6642291925215447e-06
chose,-7.992687577564635e-06
chosen,-7.992687577564635e-06
chosing,-2.6642291925215447e-06
chot,-5.3284583850430894e-06
chota,-5.062035465790935e-05
chotaa,-2.6642291925215447e-06
chote,-2.1313833540172358e-05
chotey,-2.6642291925215447e-06
choti,-3.463497950278008e-05
chotiya,-2.6642291925215447e-06
chotta,-5.3284583850430894e-06
chotu,-1.0656916770086179e-05
choudhry,-2.6642291925215447e-06
chouhan,-2.6642291925215447e-06
chouka,-2.6642291925215447e-06
chour,-2.6642291925215447e-06
choutala,-2.6642291925215447e-06
chowk,-3.996343788782317e-05
chowmein,-2.6642291925215447e-06
chr,-2.6642291925215447e-06
chrctr,-2.6642291925215447e-06
chris,-1.8649604347650815e-05
christ,-2.6642291925215447e-06
christian,-1.0656916770086179e-05
christians,-3.463497950278008e-05
christie,-2.6642291925215447e-06
christmas,-5.32845838504309e-05
chronic,-5.3284583850430894e-06
chrosome,-2.6642291925215447e-06
chryti,-2.6642291925215447e-06
chsch,-2.6642291925215447e-06
chshma,-2.6642291925215447e-06
chta,-5.3284583850430894e-06
chtiya,-2.6642291925215447e-06
chu,-1.598537515512927e-05
chuchu,-5.3284583850430894e-06
chuck,-5.3284583850430894e-06
chuckin,-2.6642291925215447e-06
chucking,-2.6642291925215447e-06
chud,-7.992687577564635e-06
chuda,-7.992687577564635e-06
chudaai,-2.6642291925215447e-06
chudae,-2.6642291925215447e-06
chudail,-2.6642291925215447e-06
chudap,-2.6642291925215447e-06
chudi,-2.6642291925215447e-06
chudiyaan,-2.6642291925215447e-06
chudiyon,-2.6642291925215447e-06
chugalkhor,-2.6642291925215447e-06
chugli,-7.992687577564635e-06
chuhiya,-2.6642291925215447e-06
chuk,-7.992687577564635e-06
chuka,-6.394150062051708e-05
chukay,-2.6642291925215447e-06
chuke,-3.463497950278008e-05
chukey,-2.6642291925215447e-06
chuki,-2.1313833540172358e-05
chukkers,-2.6642291925215447e-06
chulbul,-2.6642291925215447e-06
chuli,-2.6642291925215447e-06
chullu,-2.6642291925215447e-06
chun,-1.598537515512927e-05
chuna,-1.3321145962607725e-05
chunaavi,-2.6642291925215447e-06
chunabi,-2.6642291925215447e-06
chunane,-2.6642291925215447e-06
chunao,-2.6642291925215447e-06
chunav,-2.9306521117736996e-05
chunavon,-2.6642291925215447e-06
chungi,-2.6642291925215447e-06
chungking,-2.6642291925215447e-06
chuni,-2.6642291925215447e-06
chunna,-2.6642291925215447e-06
chunne,-2.6642291925215447e-06
chunogey,-2.6642291925215447e-06
chup,-7.19341881980817e-05
chupa,-1.0656916770086179e-05
chupai,-2.6642291925215447e-06
chupan,-2.6642291925215447e-06
chupane,-5.3284583850430894e-06
chupchaap,-5.3284583850430894e-06
chupchap,-2.6642291925215447e-06
chupe,-2.6642291925215447e-06
chupke,-1.3321145962607725e-05
chuppa,-5.3284583850430894e-06
chura,-1.598537515512927e-05
churaane,-2.6642291925215447e-06
churakar,-2.6642291925215447e-06
churane,-2.6642291925215447e-06
churao,-2.6642291925215447e-06
churay,-5.3284583850430894e-06
churaya,-2.6642291925215447e-06
churaye,-2.6642291925215447e-06
church,-1.598537515512927e-05
churi,-2.6642291925215447e-06
churu,-5.3284583850430894e-06
chuski,-2.6642291925215447e-06
chut,-5.3284583850430894e-06
chuta,-2.6642291925215447e-06
chuth,-5.3284583850430894e-06
chutia,-7.992687577564635e-06
chutiape,-2.6642291925215447e-06
chutiya,-7.992687577564635e-05
chutiyaa,-5.3284583850430894e-06
chutiyaap,-5.3284583850430894e-06
chutiyapa,-2.1313833540172358e-05
chutiyapanti,-2.6642291925215447e-06
chutiyappa,-2.6642291925215447e-06
chutiye,-3.996343788782317e-05
chutiyee,-5.3284583850430894e-06
chutiyen,-2.6642291925215447e-06
chutiyo,-7.992687577564635e-06
chutiyon,-5.3284583850430894e-06
chutiyuon,-2.6642291925215447e-06
chutkara,-7.992687577564635e-06
chutki,-2.6642291925215447e-06
chutkiyo,-2.6642291925215447e-06
chutkule,-2.6642291925215447e-06
chutme,-2.6642291925215447e-06
chutney,-2.6642291925215447e-06
chutti,-2.9306521117736996e-05
chutya,-2.6642291925215447e-06
chutyagiri,-2.6642291925215447e-06
chutye,-2.6642291925215447e-06
chuuka,-2.6642291925215447e-06
chuy,-2.6642291925215447e-06
chye,-2.6642291925215447e-06
ci,-2.6642291925215447e-06
cia,-2.6642291925215447e-06
cici,-2.6642291925215447e-06
cid,-7.992687577564635e-06
cidiya,-2.6642291925215447e-06
cie,-5.3284583850430894e-06
cieifomtrc,-2.6642291925215447e-06
cif,-5.3284583850430894e-06
cigarette,-5.3284583850430894e-06
cigarettes,-2.6642291925215447e-06
cii,-5.3284583850430894e-06
cimb,-7.992687577564635e-06
cimbclassic,-2.6642291925215447e-06
cincinnati,-2.6642291925215447e-06
cinco,-2.6642291925215447e-06
cine,-2.6642291925215447e-06
cinema,-3.463497950278008e-05
cinemas,-7.992687577564635e-06
cinematography,-2.6642291925215447e-06
cinestar,-2.6642291925215447e-06
